"","hrs_sleep","caffeine_intake","pid","sex"
"99",5.9286919138764,"high_caffeine",30,"women"
"100",7.61058604215897,"low_caffeine",41,"women"
"101",9.98051156788636,"mid_caffeine",41,"women"
"102",6.70178433537471,"high_caffeine",41,"women"
"103",9.85292844295363,"low_caffeine",31,"women"
"104",7.01729255769966,"mid_caffeine",31,"women"
"105",7.44455085842335,"high_caffeine",31,"women"
"106",9.99570095645848,"low_caffeine",17,"women"
"107",8.34462933588828,"mid_caffeine",17,"women"
"108",6.10567619414894,"high_caffeine",17,"women"
"109",12.1174166282982,"low_caffeine",3,"women"
"110",6.87138862812605,"mid_caffeine",3,"women"
"111",5.75330812153763,"high_caffeine",3,"women"
"112",10.1078353070752,"low_caffeine",37,"women"
"113",10.290517039448,"mid_caffeine",37,"women"
"114",4.53935992907518,"high_caffeine",37,"women"
"115",10.5599302366726,"low_caffeine",49,"women"
"116",6.29289892269857,"mid_caffeine",49,"women"
"117",8.10010894052567,"high_caffeine",49,"women"
"118",11.4481635948789,"low_caffeine",11,"women"
"119",8.13891844827965,"mid_caffeine",11,"women"
"120",5.42465303739161,"high_caffeine",11,"women"
"121",10.7562669750661,"low_caffeine",34,"women"
"122",8.9331296455565,"mid_caffeine",34,"women"
"123",5.57750316766038,"high_caffeine",34,"women"
"124",10.4027118031274,"low_caffeine",19,"women"
"125",9.76680240363921,"mid_caffeine",19,"women"
"126",5.15029565396642,"high_caffeine",19,"women"
"127",10.3772805082002,"low_caffeine",36,"women"
"128",7.99534589174709,"mid_caffeine",36,"women"
"129",7.13133721341418,"high_caffeine",36,"women"
"130",9.14101678284915,"low_caffeine",4,"women"
"131",11.1058068520434,"mid_caffeine",4,"women"
"132",5.65245740060227,"high_caffeine",4,"women"
"133",8.05441718454413,"low_caffeine",20,"women"
"134",13.1502540568814,"mid_caffeine",20,"women"
"135",4.97587120939509,"high_caffeine",20,"women"
"136",8.19423032940185,"low_caffeine",47,"women"
"137",13.5619989790497,"mid_caffeine",47,"women"
"138",4.5382444150041,"high_caffeine",47,"women"
"139",8.06668929275356,"low_caffeine",48,"women"
"140",11.5978318785556,"mid_caffeine",48,"women"
"141",6.68791677297583,"high_caffeine",48,"women"
"142",12.5738262736062,"low_caffeine",16,"women"
"143",7.91058592421277,"mid_caffeine",16,"women"
"144",6.30115336216671,"high_caffeine",16,"women"
"145",11.41592399661,"low_caffeine",45,"women"
"146",11.08195734559,"mid_caffeine",45,"women"
"147",4.39846382642541,"high_caffeine",45,"women"
"148",12.4301299737666,"low_caffeine",6,"women"
"149",11.5494118132886,"mid_caffeine",6,"women"
"150",5.95497227519108,"high_caffeine",6,"women"
